timestamp,value
"timestamp    2013-12-03 08:05:00
Name: 130, dtype: object",84.1
"timestamp    2013-12-03 08:10:00
Name: 131, dtype: object",85.44
"timestamp    2013-12-03 08:15:00
Name: 132, dtype: object",86.56
"timestamp    2013-12-03 08:20:00
Name: 133, dtype: object",87.3
"timestamp    2013-12-03 08:25:00
Name: 134, dtype: object",86.06
"timestamp    2013-12-03 08:30:00
Name: 135, dtype: object",85.9
"timestamp    2013-12-03 08:35:00
Name: 136, dtype: object",85.56
"timestamp    2013-12-03 08:40:00
Name: 137, dtype: object",85.1
"timestamp    2013-12-03 08:45:00
Name: 138, dtype: object",86.6
"timestamp    2013-12-03 08:50:00
Name: 139, dtype: object",86.2
"timestamp    2013-12-03 08:55:00
Name: 140, dtype: object",85.25
"timestamp    2013-12-03 09:00:00
Name: 141, dtype: object",85.94
"timestamp    2013-12-03 09:05:00
Name: 142, dtype: object",85.1
"timestamp    2013-12-03 09:10:00
Name: 143, dtype: object",85.9
"timestamp    2013-12-03 09:15:00
Name: 144, dtype: object",83.5
"timestamp    2013-12-03 09:20:00
Name: 145, dtype: object",85.5
"timestamp    2013-12-03 09:25:00
Name: 146, dtype: object",83.2
"timestamp    2013-12-03 09:30:00
Name: 147, dtype: object",83.3
"timestamp    2013-12-03 09:35:00
Name: 148, dtype: object",83.7
"timestamp    2013-12-03 09:40:00
Name: 149, dtype: object",83.8
"timestamp    2013-12-03 09:45:00
Name: 150, dtype: object",83.5
"timestamp    2013-12-03 09:50:00
Name: 151, dtype: object",83.5
"timestamp    2013-12-03 09:55:00
Name: 152, dtype: object",84.1
"timestamp    2013-12-03 10:00:00
Name: 153, dtype: object",82.25
"timestamp    2013-12-03 10:05:00
Name: 154, dtype: object",82.9
"timestamp    2013-12-03 10:10:00
Name: 155, dtype: object",82.06
"timestamp    2013-12-03 10:15:00
Name: 156, dtype: object",81.5
"timestamp    2013-12-03 10:20:00
Name: 157, dtype: object",82.4
"timestamp    2013-12-03 10:25:00
Name: 158, dtype: object",80.6
"timestamp    2013-12-03 10:30:00
Name: 159, dtype: object",81.0
"timestamp    2013-12-03 10:35:00
Name: 160, dtype: object",81.2
"timestamp    2013-12-03 10:40:00
Name: 161, dtype: object",80.3
"timestamp    2013-12-03 10:45:00
Name: 162, dtype: object",79.6
"timestamp    2013-12-03 10:50:00
Name: 163, dtype: object",79.9
"timestamp    2013-12-03 10:55:00
Name: 164, dtype: object",78.06
"timestamp    2013-12-03 11:00:00
Name: 165, dtype: object",77.75
"timestamp    2013-12-03 11:05:00
Name: 166, dtype: object",78.4
"timestamp    2013-12-03 11:10:00
Name: 167, dtype: object",77.2
"timestamp    2013-12-03 11:15:00
Name: 168, dtype: object",75.4
"timestamp    2013-12-03 11:20:00
Name: 169, dtype: object",76.2
"timestamp    2013-12-03 11:25:00
Name: 170, dtype: object",74.56
"timestamp    2013-12-03 11:30:00
Name: 171, dtype: object",73.5
"timestamp    2013-12-03 11:35:00
Name: 172, dtype: object",74.56
"timestamp    2013-12-03 11:40:00
Name: 173, dtype: object",72.7
"timestamp    2013-12-03 11:45:00
Name: 174, dtype: object",73.56
"timestamp    2013-12-03 11:50:00
Name: 175, dtype: object",72.8
"timestamp    2013-12-03 11:55:00
Name: 176, dtype: object",72.8
"timestamp    2013-12-03 12:00:00
Name: 177, dtype: object",73.8
"timestamp    2013-12-03 12:05:00
Name: 178, dtype: object",73.1
"timestamp    2013-12-03 12:10:00
Name: 179, dtype: object",75.4
"timestamp    2013-12-03 12:15:00
Name: 180, dtype: object",74.8
"timestamp    2013-12-03 12:20:00
Name: 181, dtype: object",76.3
"timestamp    2013-12-03 12:25:00
Name: 182, dtype: object",75.4
"timestamp    2013-12-03 12:30:00
Name: 183, dtype: object",76.1
"timestamp    2013-12-03 12:35:00
Name: 184, dtype: object",77.0
"timestamp    2013-12-03 12:40:00
Name: 185, dtype: object",78.6
"timestamp    2013-12-03 12:45:00
Name: 186, dtype: object",77.56
"timestamp    2013-12-03 12:50:00
Name: 187, dtype: object",79.25
"timestamp    2013-12-03 12:55:00
Name: 188, dtype: object",77.44
"timestamp    2013-12-03 13:00:00
Name: 189, dtype: object",78.25
"timestamp    2013-12-03 13:05:00
Name: 190, dtype: object",78.4
"timestamp    2013-12-03 13:10:00
Name: 191, dtype: object",80.1
"timestamp    2013-12-03 13:15:00
Name: 192, dtype: object",80.5
"timestamp    2013-12-03 13:20:00
Name: 193, dtype: object",78.8
"timestamp    2013-12-03 13:25:00
Name: 194, dtype: object",80.44
"timestamp    2013-12-03 13:30:00
Name: 195, dtype: object",79.7
"timestamp    2013-12-03 13:35:00
Name: 196, dtype: object",80.2
"timestamp    2013-12-03 13:40:00
Name: 197, dtype: object",80.0
"timestamp    2013-12-03 13:45:00
Name: 198, dtype: object",79.75
"timestamp    2013-12-03 13:50:00
Name: 199, dtype: object",81.56
"timestamp    2013-12-03 13:55:00
Name: 200, dtype: object",81.3
"timestamp    2013-12-03 14:00:00
Name: 201, dtype: object",81.2
"timestamp    2013-12-03 14:05:00
Name: 202, dtype: object",81.7
"timestamp    2013-12-03 14:10:00
Name: 203, dtype: object",80.9
"timestamp    2013-12-03 14:15:00
Name: 204, dtype: object",80.25
"timestamp    2013-12-03 14:20:00
Name: 205, dtype: object",80.56
"timestamp    2013-12-03 14:25:00
Name: 206, dtype: object",82.7
"timestamp    2013-12-03 14:30:00
Name: 207, dtype: object",82.9
"timestamp    2013-12-03 14:35:00
Name: 208, dtype: object",81.44
"timestamp    2013-12-03 14:40:00
Name: 209, dtype: object",81.06
"timestamp    2013-12-03 14:45:00
Name: 210, dtype: object",82.06
"timestamp    2013-12-03 14:50:00
Name: 211, dtype: object",81.3
"timestamp    2013-12-03 14:55:00
Name: 212, dtype: object",82.3
"timestamp    2013-12-03 15:00:00
Name: 213, dtype: object",83.3
"timestamp    2013-12-03 15:05:00
Name: 214, dtype: object",83.2
"timestamp    2013-12-03 15:10:00
Name: 215, dtype: object",82.25
"timestamp    2013-12-03 15:15:00
Name: 216, dtype: object",83.1
"timestamp    2013-12-03 15:20:00
Name: 217, dtype: object",84.6
"timestamp    2013-12-03 15:25:00
Name: 218, dtype: object",84.4
"timestamp    2013-12-03 15:30:00
Name: 219, dtype: object",84.8
"timestamp    2013-12-03 15:35:00
Name: 220, dtype: object",83.6
"timestamp    2013-12-03 15:40:00
Name: 221, dtype: object",82.6
"timestamp    2013-12-03 15:45:00
Name: 222, dtype: object",83.25
"timestamp    2013-12-03 15:50:00
Name: 223, dtype: object",84.44
"timestamp    2013-12-03 15:55:00
Name: 224, dtype: object",83.2
"timestamp    2013-12-03 16:00:00
Name: 225, dtype: object",83.5
"timestamp    2013-12-03 16:05:00
Name: 226, dtype: object",82.7
"timestamp    2013-12-03 16:10:00
Name: 227, dtype: object",83.0
"timestamp    2013-12-03 16:15:00
Name: 228, dtype: object",84.1
"timestamp    2013-12-03 16:20:00
Name: 229, dtype: object",83.56
"timestamp    2013-12-03 16:25:00
Name: 230, dtype: object",82.56
"timestamp    2013-12-03 16:30:00
Name: 231, dtype: object",83.5
"timestamp    2013-12-03 16:35:00
Name: 232, dtype: object",83.5
"timestamp    2013-12-03 16:40:00
Name: 233, dtype: object",82.9
"timestamp    2013-12-03 16:45:00
Name: 234, dtype: object",82.56
"timestamp    2013-12-03 16:50:00
Name: 235, dtype: object",83.9
"timestamp    2013-12-03 16:55:00
Name: 236, dtype: object",82.44
"timestamp    2013-12-03 17:00:00
Name: 237, dtype: object",82.1
"timestamp    2013-12-03 17:05:00
Name: 238, dtype: object",82.5
"timestamp    2013-12-03 17:10:00
Name: 239, dtype: object",83.25
"timestamp    2013-12-03 17:15:00
Name: 240, dtype: object",83.56
"timestamp    2013-12-03 17:20:00
Name: 241, dtype: object",82.7
"timestamp    2013-12-03 17:25:00
Name: 242, dtype: object",82.25
"timestamp    2013-12-03 17:30:00
Name: 243, dtype: object",82.2
"timestamp    2013-12-03 17:35:00
Name: 244, dtype: object",81.9
"timestamp    2013-12-03 17:40:00
Name: 245, dtype: object",81.94
"timestamp    2013-12-03 17:45:00
Name: 246, dtype: object",83.06
"timestamp    2013-12-03 17:50:00
Name: 247, dtype: object",81.94
"timestamp    2013-12-03 17:55:00
Name: 248, dtype: object",83.3
"timestamp    2013-12-03 18:00:00
Name: 249, dtype: object",82.75
"timestamp    2013-12-03 18:05:00
Name: 250, dtype: object",81.56
"timestamp    2013-12-03 18:10:00
Name: 251, dtype: object",81.44
"timestamp    2013-12-03 18:15:00
Name: 252, dtype: object",83.5
"timestamp    2013-12-03 18:20:00
Name: 253, dtype: object",83.2
"timestamp    2013-12-03 18:25:00
Name: 254, dtype: object",81.44
"timestamp    2013-12-03 18:30:00
Name: 255, dtype: object",81.5
"timestamp    2013-12-03 18:35:00
Name: 256, dtype: object",81.44
"timestamp    2013-12-03 18:40:00
Name: 257, dtype: object",80.0
"timestamp    2013-12-03 18:45:00
Name: 258, dtype: object",81.2
"timestamp    2013-12-03 18:50:00
Name: 259, dtype: object",78.9
"timestamp    2013-12-03 18:55:00
Name: 260, dtype: object",79.3
"timestamp    2013-12-03 19:00:00
Name: 261, dtype: object",78.56
"timestamp    2013-12-03 19:05:00
Name: 262, dtype: object",77.3
"timestamp    2013-12-03 19:10:00
Name: 263, dtype: object",78.6
"timestamp    2013-12-03 19:15:00
Name: 264, dtype: object",80.6
"timestamp    2013-12-03 19:20:00
Name: 265, dtype: object",80.3
"timestamp    2013-12-03 19:25:00
Name: 266, dtype: object",82.6
"timestamp    2013-12-03 19:30:00
Name: 267, dtype: object",82.06
"timestamp    2013-12-03 19:35:00
Name: 268, dtype: object",84.4
"timestamp    2013-12-03 19:40:00
Name: 269, dtype: object",85.7
"timestamp    2013-12-03 19:45:00
Name: 270, dtype: object",85.56
"timestamp    2013-12-03 19:50:00
Name: 271, dtype: object",86.4
"timestamp    2013-12-03 19:55:00
Name: 272, dtype: object",85.8
"timestamp    2013-12-03 20:00:00
Name: 273, dtype: object",85.7
"timestamp    2013-12-03 20:05:00
Name: 274, dtype: object",86.75
"timestamp    2013-12-03 20:10:00
Name: 275, dtype: object",86.7
"timestamp    2013-12-03 20:15:00
Name: 276, dtype: object",84.5
"timestamp    2013-12-03 20:20:00
Name: 277, dtype: object",84.6
"timestamp    2013-12-03 20:25:00
Name: 278, dtype: object",86.1
"timestamp    2013-12-03 20:30:00
Name: 279, dtype: object",85.8
"timestamp    2013-12-03 20:35:00
Name: 280, dtype: object",84.0
"timestamp    2013-12-03 20:40:00
Name: 281, dtype: object",85.9
"timestamp    2013-12-03 20:45:00
Name: 282, dtype: object",84.6
"timestamp    2013-12-03 20:50:00
Name: 283, dtype: object",84.6
"timestamp    2013-12-03 20:55:00
Name: 284, dtype: object",84.3
"timestamp    2013-12-03 21:00:00
Name: 285, dtype: object",83.44
"timestamp    2013-12-03 21:05:00
Name: 286, dtype: object",84.56
"timestamp    2013-12-03 21:10:00
Name: 287, dtype: object",83.5
"timestamp    2013-12-03 21:15:00
Name: 288, dtype: object",84.3
"timestamp    2013-12-03 21:20:00
Name: 289, dtype: object",83.6
"timestamp    2013-12-03 21:25:00
Name: 290, dtype: object",83.8
"timestamp    2013-12-03 21:30:00
Name: 291, dtype: object",82.9
"timestamp    2013-12-03 21:35:00
Name: 292, dtype: object",82.5
"timestamp    2013-12-03 21:40:00
Name: 293, dtype: object",82.44
"timestamp    2013-12-03 21:45:00
Name: 294, dtype: object",82.9
"timestamp    2013-12-03 21:50:00
Name: 295, dtype: object",81.25
"timestamp    2013-12-03 21:55:00
Name: 296, dtype: object",81.4
"timestamp    2013-12-03 22:00:00
Name: 297, dtype: object",80.4
"timestamp    2013-12-03 22:05:00
Name: 298, dtype: object",79.56
"timestamp    2013-12-03 22:10:00
Name: 299, dtype: object",80.0
"timestamp    2013-12-03 22:15:00
Name: 300, dtype: object",79.7
"timestamp    2013-12-03 22:20:00
Name: 301, dtype: object",78.25
"timestamp    2013-12-03 22:25:00
Name: 302, dtype: object",78.2
"timestamp    2013-12-03 22:30:00
Name: 303, dtype: object",76.5
"timestamp    2013-12-03 22:35:00
Name: 304, dtype: object",76.3
"timestamp    2013-12-03 22:40:00
Name: 305, dtype: object",76.6
"timestamp    2013-12-03 22:45:00
Name: 306, dtype: object",75.3
"timestamp    2013-12-03 22:50:00
Name: 307, dtype: object",74.75
"timestamp    2013-12-03 22:55:00
Name: 308, dtype: object",74.2
"timestamp    2013-12-03 23:00:00
Name: 309, dtype: object",74.75
"timestamp    2013-12-03 23:05:00
Name: 310, dtype: object",72.9
"timestamp    2013-12-03 23:10:00
Name: 311, dtype: object",72.94
"timestamp    2013-12-03 23:15:00
Name: 312, dtype: object",71.4
"timestamp    2013-12-03 23:20:00
Name: 313, dtype: object",70.56
"timestamp    2013-12-03 23:25:00
Name: 314, dtype: object",70.06
"timestamp    2013-12-03 23:30:00
Name: 315, dtype: object",70.8
"timestamp    2013-12-03 23:35:00
Name: 316, dtype: object",69.44
"timestamp    2013-12-03 23:40:00
Name: 317, dtype: object",68.25
"timestamp    2013-12-03 23:45:00
Name: 318, dtype: object",68.8
"timestamp    2013-12-03 23:50:00
Name: 319, dtype: object",67.94
"timestamp    2013-12-03 23:55:00
Name: 320, dtype: object",65.94
"timestamp    2013-12-04 00:00:00
Name: 321, dtype: object",66.2
"timestamp    2013-12-04 00:05:00
Name: 322, dtype: object",66.1
"timestamp    2013-12-04 00:10:00
Name: 323, dtype: object",64.94
"timestamp    2013-12-04 00:15:00
Name: 324, dtype: object",65.94
"timestamp    2013-12-04 00:20:00
Name: 325, dtype: object",65.06
"timestamp    2013-12-04 00:25:00
Name: 326, dtype: object",64.44
"timestamp    2013-12-04 00:30:00
Name: 327, dtype: object",64.2
"timestamp    2013-12-04 00:35:00
Name: 328, dtype: object",64.7
"timestamp    2013-12-04 00:40:00
Name: 329, dtype: object",62.88
"timestamp    2013-12-04 00:45:00
Name: 330, dtype: object",64.06
"timestamp    2013-12-04 00:50:00
Name: 331, dtype: object",64.25
"timestamp    2013-12-04 00:55:00
Name: 332, dtype: object",63.62
"timestamp    2013-12-04 01:00:00
Name: 333, dtype: object",62.38
"timestamp    2013-12-04 01:05:00
Name: 334, dtype: object",61.9
"timestamp    2013-12-04 01:10:00
Name: 335, dtype: object",62.2
"timestamp    2013-12-04 01:15:00
Name: 336, dtype: object",61.9
"timestamp    2013-12-04 01:20:00
Name: 337, dtype: object",61.9
"timestamp    2013-12-04 01:25:00
Name: 338, dtype: object",62.5
"timestamp    2013-12-04 01:30:00
Name: 339, dtype: object",61.9
"timestamp    2013-12-04 01:35:00
Name: 340, dtype: object",61.66
"timestamp    2013-12-04 01:40:00
Name: 341, dtype: object",60.4
"timestamp    2013-12-04 01:45:00
Name: 342, dtype: object",59.94
"timestamp    2013-12-04 01:50:00
Name: 343, dtype: object",61.16
"timestamp    2013-12-04 01:55:00
Name: 344, dtype: object",60.53
"timestamp    2013-12-04 02:00:00
Name: 345, dtype: object",59.62
"timestamp    2013-12-04 02:05:00
Name: 346, dtype: object",60.0
"timestamp    2013-12-04 02:10:00
Name: 347, dtype: object",60.12
"timestamp    2013-12-04 02:15:00
Name: 348, dtype: object",59.72
"timestamp    2013-12-04 02:20:00
Name: 349, dtype: object",60.44
"timestamp    2013-12-04 02:25:00
Name: 350, dtype: object",62.88
"timestamp    2013-12-04 02:30:00
Name: 351, dtype: object",66.5
"timestamp    2013-12-04 02:35:00
Name: 352, dtype: object",69.8
"timestamp    2013-12-04 02:40:00
Name: 353, dtype: object",72.94
"timestamp    2013-12-04 02:45:00
Name: 354, dtype: object",75.5
"timestamp    2013-12-04 02:50:00
Name: 355, dtype: object",77.56
"timestamp    2013-12-04 02:55:00
Name: 356, dtype: object",78.3
"timestamp    2013-12-04 03:00:00
Name: 357, dtype: object",77.56
"timestamp    2013-12-04 03:05:00
Name: 358, dtype: object",79.25
"timestamp    2013-12-04 03:10:00
Name: 359, dtype: object",79.5
"timestamp    2013-12-04 03:15:00
Name: 360, dtype: object",80.44
"timestamp    2013-12-04 03:20:00
Name: 361, dtype: object",81.06
"timestamp    2013-12-04 03:25:00
Name: 362, dtype: object",80.0
"timestamp    2013-12-04 03:30:00
Name: 363, dtype: object",81.94
"timestamp    2013-12-04 03:35:00
Name: 364, dtype: object",82.8
"timestamp    2013-12-04 03:40:00
Name: 365, dtype: object",82.7
"timestamp    2013-12-04 03:45:00
Name: 366, dtype: object",82.5
"timestamp    2013-12-04 03:50:00
Name: 367, dtype: object",83.94
"timestamp    2013-12-04 03:55:00
Name: 368, dtype: object",84.25
"timestamp    2013-12-04 04:00:00
Name: 369, dtype: object",83.56
"timestamp    2013-12-04 04:05:00
Name: 370, dtype: object",83.94
"timestamp    2013-12-04 04:10:00
Name: 371, dtype: object",85.5
"timestamp    2013-12-04 04:15:00
Name: 372, dtype: object",84.75
"timestamp    2013-12-04 04:20:00
Name: 373, dtype: object",87.4
"timestamp    2013-12-04 04:25:00
Name: 374, dtype: object",85.6
"timestamp    2013-12-04 04:30:00
Name: 375, dtype: object",87.06
"timestamp    2013-12-04 04:35:00
Name: 376, dtype: object",87.6
"timestamp    2013-12-04 04:40:00
Name: 377, dtype: object",87.3
"timestamp    2013-12-04 04:45:00
Name: 378, dtype: object",87.6
"timestamp    2013-12-04 04:50:00
Name: 379, dtype: object",87.94
"timestamp    2013-12-04 04:55:00
Name: 380, dtype: object",87.3
"timestamp    2013-12-04 05:00:00
Name: 381, dtype: object",87.0
"timestamp    2013-12-04 05:05:00
Name: 382, dtype: object",87.0
"timestamp    2013-12-04 05:10:00
Name: 383, dtype: object",88.1
"timestamp    2013-12-04 05:15:00
Name: 384, dtype: object",88.9
"timestamp    2013-12-04 05:20:00
Name: 385, dtype: object",88.75
"timestamp    2013-12-04 05:25:00
Name: 386, dtype: object",87.94
"timestamp    2013-12-04 05:30:00
Name: 387, dtype: object",87.6
"timestamp    2013-12-04 05:35:00
Name: 388, dtype: object",88.3
"timestamp    2013-12-04 05:40:00
Name: 389, dtype: object",88.94
"timestamp    2013-12-04 05:45:00
Name: 390, dtype: object",88.3
"timestamp    2013-12-04 05:50:00
Name: 391, dtype: object",87.1
"timestamp    2013-12-04 05:55:00
Name: 392, dtype: object",89.06
"timestamp    2013-12-04 06:00:00
Name: 393, dtype: object",87.0
"timestamp    2013-12-04 06:05:00
Name: 394, dtype: object",88.2
"timestamp    2013-12-04 06:10:00
Name: 395, dtype: object",87.06
"timestamp    2013-12-04 06:15:00
Name: 396, dtype: object",88.25
"timestamp    2013-12-04 06:20:00
Name: 397, dtype: object",87.06
"timestamp    2013-12-04 06:25:00
Name: 398, dtype: object",88.75
