timestamp,value
"timestamp    2013-07-10 15:00:00
Name: 159, dtype: object",71.56
"timestamp    2013-07-10 16:00:00
Name: 160, dtype: object",71.0
"timestamp    2013-07-10 17:00:00
Name: 161, dtype: object",71.8
"timestamp    2013-07-10 18:00:00
Name: 162, dtype: object",73.44
"timestamp    2013-07-10 19:00:00
Name: 163, dtype: object",71.6
"timestamp    2013-07-10 20:00:00
Name: 164, dtype: object",70.5
"timestamp    2013-07-10 21:00:00
Name: 165, dtype: object",69.5
"timestamp    2013-07-10 22:00:00
Name: 166, dtype: object",69.4
"timestamp    2013-07-10 23:00:00
Name: 167, dtype: object",68.7
"timestamp    2013-07-11 00:00:00
Name: 168, dtype: object",69.06
"timestamp    2013-07-11 01:00:00
Name: 169, dtype: object",69.25
"timestamp    2013-07-11 02:00:00
Name: 170, dtype: object",68.0
"timestamp    2013-07-11 03:00:00
Name: 171, dtype: object",68.6
"timestamp    2013-07-11 04:00:00
Name: 172, dtype: object",66.5
"timestamp    2013-07-11 05:00:00
Name: 173, dtype: object",66.75
"timestamp    2013-07-11 06:00:00
Name: 174, dtype: object",66.4
"timestamp    2013-07-11 07:00:00
Name: 175, dtype: object",67.56
"timestamp    2013-07-11 08:00:00
Name: 176, dtype: object",67.9
"timestamp    2013-07-11 09:00:00
Name: 177, dtype: object",69.06
"timestamp    2013-07-11 10:00:00
Name: 178, dtype: object",70.5
"timestamp    2013-07-11 11:00:00
Name: 179, dtype: object",71.5
"timestamp    2013-07-11 12:00:00
Name: 180, dtype: object",70.8
"timestamp    2013-07-11 13:00:00
Name: 181, dtype: object",70.94
"timestamp    2013-07-11 14:00:00
Name: 182, dtype: object",71.44
"timestamp    2013-07-11 15:00:00
Name: 183, dtype: object",72.75
"timestamp    2013-07-11 16:00:00
Name: 184, dtype: object",72.2
"timestamp    2013-07-11 17:00:00
Name: 185, dtype: object",72.25
"timestamp    2013-07-11 18:00:00
Name: 186, dtype: object",72.2
"timestamp    2013-07-11 19:00:00
Name: 187, dtype: object",72.6
"timestamp    2013-07-11 20:00:00
Name: 188, dtype: object",71.75
"timestamp    2013-07-11 21:00:00
Name: 189, dtype: object",71.44
"timestamp    2013-07-11 22:00:00
Name: 190, dtype: object",70.2
"timestamp    2013-07-11 23:00:00
Name: 191, dtype: object",70.0
"timestamp    2013-07-12 00:00:00
Name: 192, dtype: object",69.6
"timestamp    2013-07-12 01:00:00
Name: 193, dtype: object",69.25
"timestamp    2013-07-12 02:00:00
Name: 194, dtype: object",69.44
"timestamp    2013-07-12 03:00:00
Name: 195, dtype: object",69.56
"timestamp    2013-07-12 04:00:00
Name: 196, dtype: object",67.44
"timestamp    2013-07-12 05:00:00
Name: 197, dtype: object",67.3
"timestamp    2013-07-12 06:00:00
Name: 198, dtype: object",67.6
"timestamp    2013-07-12 07:00:00
Name: 199, dtype: object",67.1
"timestamp    2013-07-12 08:00:00
Name: 200, dtype: object",68.6
"timestamp    2013-07-12 09:00:00
Name: 201, dtype: object",68.56
"timestamp    2013-07-12 10:00:00
Name: 202, dtype: object",69.8
"timestamp    2013-07-12 11:00:00
Name: 203, dtype: object",70.1
"timestamp    2013-07-12 12:00:00
Name: 204, dtype: object",71.8
"timestamp    2013-07-12 13:00:00
Name: 205, dtype: object",72.94
"timestamp    2013-07-12 14:00:00
Name: 206, dtype: object",73.44
"timestamp    2013-07-12 15:00:00
Name: 207, dtype: object",72.7
"timestamp    2013-07-12 16:00:00
Name: 208, dtype: object",74.3
"timestamp    2013-07-12 17:00:00
Name: 209, dtype: object",73.56
"timestamp    2013-07-12 18:00:00
Name: 210, dtype: object",73.06
"timestamp    2013-07-12 19:00:00
Name: 211, dtype: object",74.56
"timestamp    2013-07-12 20:00:00
Name: 212, dtype: object",72.5
"timestamp    2013-07-12 21:00:00
Name: 213, dtype: object",72.6
"timestamp    2013-07-12 22:00:00
Name: 214, dtype: object",73.5
"timestamp    2013-07-12 23:00:00
Name: 215, dtype: object",72.4
"timestamp    2013-07-13 00:00:00
Name: 216, dtype: object",71.2
"timestamp    2013-07-13 01:00:00
Name: 217, dtype: object",72.25
"timestamp    2013-07-13 02:00:00
Name: 218, dtype: object",71.1
"timestamp    2013-07-13 03:00:00
Name: 219, dtype: object",71.0
"timestamp    2013-07-13 04:00:00
Name: 220, dtype: object",70.25
"timestamp    2013-07-13 05:00:00
Name: 221, dtype: object",71.25
"timestamp    2013-07-13 06:00:00
Name: 222, dtype: object",70.4
"timestamp    2013-07-13 07:00:00
Name: 223, dtype: object",70.3
"timestamp    2013-07-13 08:00:00
Name: 224, dtype: object",68.94
"timestamp    2013-07-13 09:00:00
Name: 225, dtype: object",68.7
"timestamp    2013-07-13 10:00:00
Name: 226, dtype: object",68.7
"timestamp    2013-07-13 11:00:00
Name: 227, dtype: object",70.06
"timestamp    2013-07-13 12:00:00
Name: 228, dtype: object",69.3
"timestamp    2013-07-13 13:00:00
Name: 229, dtype: object",69.1
"timestamp    2013-07-13 14:00:00
Name: 230, dtype: object",69.4
"timestamp    2013-07-13 15:00:00
Name: 231, dtype: object",68.3
"timestamp    2013-07-13 16:00:00
Name: 232, dtype: object",68.75
"timestamp    2013-07-13 17:00:00
Name: 233, dtype: object",69.44
"timestamp    2013-07-13 18:00:00
Name: 234, dtype: object",69.1
"timestamp    2013-07-13 19:00:00
Name: 235, dtype: object",69.44
"timestamp    2013-07-13 20:00:00
Name: 236, dtype: object",68.7
"timestamp    2013-07-13 21:00:00
Name: 237, dtype: object",67.7
"timestamp    2013-07-13 22:00:00
Name: 238, dtype: object",69.1
"timestamp    2013-07-13 23:00:00
Name: 239, dtype: object",68.2
"timestamp    2013-07-14 00:00:00
Name: 240, dtype: object",68.1
"timestamp    2013-07-14 01:00:00
Name: 241, dtype: object",67.3
"timestamp    2013-07-14 02:00:00
Name: 242, dtype: object",67.75
"timestamp    2013-07-14 03:00:00
Name: 243, dtype: object",68.44
"timestamp    2013-07-14 04:00:00
Name: 244, dtype: object",68.1
"timestamp    2013-07-14 05:00:00
Name: 245, dtype: object",66.6
"timestamp    2013-07-14 06:00:00
Name: 246, dtype: object",67.75
"timestamp    2013-07-14 07:00:00
Name: 247, dtype: object",67.2
"timestamp    2013-07-14 08:00:00
Name: 248, dtype: object",66.2
"timestamp    2013-07-14 09:00:00
Name: 249, dtype: object",67.06
"timestamp    2013-07-14 10:00:00
Name: 250, dtype: object",66.4
"timestamp    2013-07-14 11:00:00
Name: 251, dtype: object",67.0
"timestamp    2013-07-14 12:00:00
Name: 252, dtype: object",66.7
"timestamp    2013-07-14 13:00:00
Name: 253, dtype: object",65.9
"timestamp    2013-07-14 14:00:00
Name: 254, dtype: object",66.2
"timestamp    2013-07-14 15:00:00
Name: 255, dtype: object",65.94
"timestamp    2013-07-14 16:00:00
Name: 256, dtype: object",66.2
"timestamp    2013-07-14 17:00:00
Name: 257, dtype: object",65.94
"timestamp    2013-07-14 18:00:00
Name: 258, dtype: object",66.56
"timestamp    2013-07-14 19:00:00
Name: 259, dtype: object",67.2
"timestamp    2013-07-14 20:00:00
Name: 260, dtype: object",66.75
"timestamp    2013-07-14 21:00:00
Name: 261, dtype: object",65.9
"timestamp    2013-07-14 22:00:00
Name: 262, dtype: object",65.5
"timestamp    2013-07-14 23:00:00
Name: 263, dtype: object",66.0
"timestamp    2013-07-15 00:00:00
Name: 264, dtype: object",66.6
"timestamp    2013-07-15 01:00:00
Name: 265, dtype: object",64.94
"timestamp    2013-07-15 02:00:00
Name: 266, dtype: object",65.0
"timestamp    2013-07-15 03:00:00
Name: 267, dtype: object",65.6
"timestamp    2013-07-15 04:00:00
Name: 268, dtype: object",64.3
"timestamp    2013-07-15 05:00:00
Name: 269, dtype: object",65.8
"timestamp    2013-07-15 06:00:00
Name: 270, dtype: object",64.2
"timestamp    2013-07-15 07:00:00
Name: 271, dtype: object",65.8
"timestamp    2013-07-15 08:00:00
Name: 272, dtype: object",66.44
"timestamp    2013-07-15 09:00:00
Name: 273, dtype: object",66.25
"timestamp    2013-07-15 10:00:00
Name: 274, dtype: object",68.44
"timestamp    2013-07-15 11:00:00
Name: 275, dtype: object",69.5
"timestamp    2013-07-15 12:00:00
Name: 276, dtype: object",69.4
"timestamp    2013-07-15 13:00:00
Name: 277, dtype: object",70.94
"timestamp    2013-07-15 14:00:00
Name: 278, dtype: object",70.94
"timestamp    2013-07-15 15:00:00
Name: 279, dtype: object",71.1
"timestamp    2013-07-15 16:00:00
Name: 280, dtype: object",73.0
"timestamp    2013-07-15 17:00:00
Name: 281, dtype: object",72.06
"timestamp    2013-07-15 18:00:00
Name: 282, dtype: object",73.94
"timestamp    2013-07-15 19:00:00
Name: 283, dtype: object",73.4
"timestamp    2013-07-15 20:00:00
Name: 284, dtype: object",73.5
"timestamp    2013-07-15 21:00:00
Name: 285, dtype: object",72.7
"timestamp    2013-07-15 22:00:00
Name: 286, dtype: object",72.44
"timestamp    2013-07-15 23:00:00
Name: 287, dtype: object",72.1
"timestamp    2013-07-16 00:00:00
Name: 288, dtype: object",70.4
"timestamp    2013-07-16 01:00:00
Name: 289, dtype: object",71.06
"timestamp    2013-07-16 02:00:00
Name: 290, dtype: object",71.1
"timestamp    2013-07-16 03:00:00
Name: 291, dtype: object",70.5
"timestamp    2013-07-16 04:00:00
Name: 292, dtype: object",70.2
"timestamp    2013-07-16 05:00:00
Name: 293, dtype: object",69.9
"timestamp    2013-07-16 06:00:00
Name: 294, dtype: object",68.0
"timestamp    2013-07-16 07:00:00
Name: 295, dtype: object",68.5
"timestamp    2013-07-16 08:00:00
Name: 296, dtype: object",68.25
"timestamp    2013-07-16 09:00:00
Name: 297, dtype: object",68.94
"timestamp    2013-07-16 10:00:00
Name: 298, dtype: object",69.75
"timestamp    2013-07-16 11:00:00
Name: 299, dtype: object",70.6
"timestamp    2013-07-16 12:00:00
Name: 300, dtype: object",71.1
"timestamp    2013-07-16 13:00:00
Name: 301, dtype: object",72.4
"timestamp    2013-07-16 14:00:00
Name: 302, dtype: object",72.4
"timestamp    2013-07-16 15:00:00
Name: 303, dtype: object",73.7
"timestamp    2013-07-16 16:00:00
Name: 304, dtype: object",73.75
"timestamp    2013-07-16 17:00:00
Name: 305, dtype: object",73.75
"timestamp    2013-07-16 18:00:00
Name: 306, dtype: object",74.3
"timestamp    2013-07-16 19:00:00
Name: 307, dtype: object",73.9
"timestamp    2013-07-16 20:00:00
Name: 308, dtype: object",73.75
"timestamp    2013-07-16 21:00:00
Name: 309, dtype: object",73.0
"timestamp    2013-07-16 22:00:00
Name: 310, dtype: object",72.06
"timestamp    2013-07-16 23:00:00
Name: 311, dtype: object",71.1
"timestamp    2013-07-17 00:00:00
Name: 312, dtype: object",72.0
"timestamp    2013-07-17 01:00:00
Name: 313, dtype: object",71.1
"timestamp    2013-07-17 02:00:00
Name: 314, dtype: object",71.0
"timestamp    2013-07-17 03:00:00
Name: 315, dtype: object",69.25
"timestamp    2013-07-17 04:00:00
Name: 316, dtype: object",69.56
"timestamp    2013-07-17 05:00:00
Name: 317, dtype: object",68.7
"timestamp    2013-07-17 06:00:00
Name: 318, dtype: object",68.44
"timestamp    2013-07-17 07:00:00
Name: 319, dtype: object",69.0
"timestamp    2013-07-17 08:00:00
Name: 320, dtype: object",68.1
"timestamp    2013-07-17 09:00:00
Name: 321, dtype: object",70.25
"timestamp    2013-07-17 10:00:00
Name: 322, dtype: object",69.5
"timestamp    2013-07-17 11:00:00
Name: 323, dtype: object",70.3
"timestamp    2013-07-17 12:00:00
Name: 324, dtype: object",71.8
"timestamp    2013-07-17 13:00:00
Name: 325, dtype: object",72.06
"timestamp    2013-07-17 14:00:00
Name: 326, dtype: object",72.44
"timestamp    2013-07-17 15:00:00
Name: 327, dtype: object",72.3
"timestamp    2013-07-17 16:00:00
Name: 328, dtype: object",74.7
"timestamp    2013-07-17 17:00:00
Name: 329, dtype: object",74.5
"timestamp    2013-07-17 18:00:00
Name: 330, dtype: object",75.44
"timestamp    2013-07-17 19:00:00
Name: 331, dtype: object",74.94
"timestamp    2013-07-17 20:00:00
Name: 332, dtype: object",73.5
"timestamp    2013-07-17 21:00:00
Name: 333, dtype: object",73.5
"timestamp    2013-07-17 22:00:00
Name: 334, dtype: object",73.56
"timestamp    2013-07-17 23:00:00
Name: 335, dtype: object",72.56
"timestamp    2013-07-18 00:00:00
Name: 336, dtype: object",71.7
"timestamp    2013-07-18 01:00:00
Name: 337, dtype: object",72.6
"timestamp    2013-07-18 02:00:00
Name: 338, dtype: object",70.44
"timestamp    2013-07-18 03:00:00
Name: 339, dtype: object",70.7
"timestamp    2013-07-18 04:00:00
Name: 340, dtype: object",71.25
"timestamp    2013-07-18 05:00:00
Name: 341, dtype: object",70.3
"timestamp    2013-07-18 06:00:00
Name: 342, dtype: object",69.56
"timestamp    2013-07-18 07:00:00
Name: 343, dtype: object",70.4
"timestamp    2013-07-18 08:00:00
Name: 344, dtype: object",69.6
"timestamp    2013-07-18 09:00:00
Name: 345, dtype: object",69.5
"timestamp    2013-07-18 10:00:00
Name: 346, dtype: object",71.44
"timestamp    2013-07-18 11:00:00
Name: 347, dtype: object",72.4
"timestamp    2013-07-18 12:00:00
Name: 348, dtype: object",71.0
"timestamp    2013-07-18 13:00:00
Name: 349, dtype: object",72.4
"timestamp    2013-07-18 14:00:00
Name: 350, dtype: object",73.9
"timestamp    2013-07-18 15:00:00
Name: 351, dtype: object",74.0
"timestamp    2013-07-18 16:00:00
Name: 352, dtype: object",74.56
"timestamp    2013-07-18 17:00:00
Name: 353, dtype: object",74.0
"timestamp    2013-07-18 18:00:00
Name: 354, dtype: object",76.4
"timestamp    2013-07-18 19:00:00
Name: 355, dtype: object",75.75
"timestamp    2013-07-18 20:00:00
Name: 356, dtype: object",75.4
"timestamp    2013-07-18 21:00:00
Name: 357, dtype: object",74.1
"timestamp    2013-07-18 22:00:00
Name: 358, dtype: object",75.44
"timestamp    2013-07-18 23:00:00
Name: 359, dtype: object",74.7
"timestamp    2013-07-19 00:00:00
Name: 360, dtype: object",73.06
"timestamp    2013-07-19 01:00:00
Name: 361, dtype: object",73.2
"timestamp    2013-07-19 02:00:00
Name: 362, dtype: object",73.5
"timestamp    2013-07-19 03:00:00
Name: 363, dtype: object",74.1
"timestamp    2013-07-19 04:00:00
Name: 364, dtype: object",73.7
"timestamp    2013-07-19 05:00:00
Name: 365, dtype: object",72.0
"timestamp    2013-07-19 06:00:00
Name: 366, dtype: object",71.25
"timestamp    2013-07-19 07:00:00
Name: 367, dtype: object",72.2
"timestamp    2013-07-19 08:00:00
Name: 368, dtype: object",71.4
"timestamp    2013-07-19 09:00:00
Name: 369, dtype: object",71.5
"timestamp    2013-07-19 10:00:00
Name: 370, dtype: object",72.3
"timestamp    2013-07-19 11:00:00
Name: 371, dtype: object",71.8
"timestamp    2013-07-19 12:00:00
Name: 372, dtype: object",73.8
"timestamp    2013-07-19 13:00:00
Name: 373, dtype: object",72.94
"timestamp    2013-07-19 14:00:00
Name: 374, dtype: object",75.3
"timestamp    2013-07-19 15:00:00
Name: 375, dtype: object",75.8
"timestamp    2013-07-19 16:00:00
Name: 376, dtype: object",75.6
"timestamp    2013-07-19 17:00:00
Name: 377, dtype: object",74.8
"timestamp    2013-07-19 18:00:00
Name: 378, dtype: object",75.94
"timestamp    2013-07-19 19:00:00
Name: 379, dtype: object",75.0
"timestamp    2013-07-19 20:00:00
Name: 380, dtype: object",75.8
"timestamp    2013-07-19 21:00:00
Name: 381, dtype: object",75.94
"timestamp    2013-07-19 22:00:00
Name: 382, dtype: object",74.06
"timestamp    2013-07-19 23:00:00
Name: 383, dtype: object",74.0
"timestamp    2013-07-20 00:00:00
Name: 384, dtype: object",73.6
"timestamp    2013-07-20 01:00:00
Name: 385, dtype: object",73.5
"timestamp    2013-07-20 02:00:00
Name: 386, dtype: object",74.2
"timestamp    2013-07-20 03:00:00
Name: 387, dtype: object",72.9
"timestamp    2013-07-20 04:00:00
Name: 388, dtype: object",72.3
"timestamp    2013-07-20 05:00:00
Name: 389, dtype: object",73.5
"timestamp    2013-07-20 06:00:00
Name: 390, dtype: object",72.9
"timestamp    2013-07-20 07:00:00
Name: 391, dtype: object",72.2
"timestamp    2013-07-20 08:00:00
Name: 392, dtype: object",72.94
"timestamp    2013-07-20 09:00:00
Name: 393, dtype: object",72.4
"timestamp    2013-07-20 10:00:00
Name: 394, dtype: object",70.7
"timestamp    2013-07-20 11:00:00
Name: 395, dtype: object",71.6
"timestamp    2013-07-20 12:00:00
Name: 396, dtype: object",69.75
"timestamp    2013-07-20 13:00:00
Name: 397, dtype: object",71.4
"timestamp    2013-07-20 14:00:00
Name: 398, dtype: object",70.9
