timestamp,value
"timestamp    2014-05-14 07:44:00
Name: 78, dtype: object",31.66
"timestamp    2014-05-14 07:49:00
Name: 79, dtype: object",31.12
"timestamp    2014-05-14 07:54:00
Name: 80, dtype: object",32.12
"timestamp    2014-05-14 07:59:00
Name: 81, dtype: object",34.28
"timestamp    2014-05-14 08:04:00
Name: 82, dtype: object",45.28
"timestamp    2014-05-14 08:09:00
Name: 83, dtype: object",33.34
"timestamp    2014-05-14 08:14:00
Name: 84, dtype: object",32.2
"timestamp    2014-05-14 08:19:00
Name: 85, dtype: object",31.28
"timestamp    2014-05-14 08:24:00
Name: 86, dtype: object",31.89
"timestamp    2014-05-14 08:29:00
Name: 87, dtype: object",32.16
"timestamp    2014-05-14 08:34:00
Name: 88, dtype: object",29.98
"timestamp    2014-05-14 08:39:00
Name: 89, dtype: object",30.84
"timestamp    2014-05-14 08:44:00
Name: 90, dtype: object",32.8
"timestamp    2014-05-14 08:49:00
Name: 91, dtype: object",31.28
"timestamp    2014-05-14 08:54:00
Name: 92, dtype: object",31.83
"timestamp    2014-05-14 08:59:00
Name: 93, dtype: object",33.34
"timestamp    2014-05-14 09:04:00
Name: 94, dtype: object",45.53
"timestamp    2014-05-14 09:09:00
Name: 95, dtype: object",32.16
"timestamp    2014-05-14 09:14:00
Name: 96, dtype: object",32.25
"timestamp    2014-05-14 09:19:00
Name: 97, dtype: object",30.94
"timestamp    2014-05-14 09:24:00
Name: 98, dtype: object",31.83
"timestamp    2014-05-14 09:29:00
Name: 99, dtype: object",32.4
"timestamp    2014-05-14 09:34:00
Name: 100, dtype: object",32.28
"timestamp    2014-05-14 09:39:00
Name: 101, dtype: object",30.73
"timestamp    2014-05-14 09:44:00
Name: 102, dtype: object",32.7
"timestamp    2014-05-14 09:49:00
Name: 103, dtype: object",30.19
"timestamp    2014-05-14 09:54:00
Name: 104, dtype: object",30.95
"timestamp    2014-05-14 09:59:00
Name: 105, dtype: object",34.84
"timestamp    2014-05-14 10:04:00
Name: 106, dtype: object",44.7
"timestamp    2014-05-14 10:09:00
Name: 107, dtype: object",32.0
"timestamp    2014-05-14 10:14:00
Name: 108, dtype: object",32.16
"timestamp    2014-05-14 10:19:00
Name: 109, dtype: object",31.17
"timestamp    2014-05-14 10:24:00
Name: 110, dtype: object",31.33
"timestamp    2014-05-14 10:29:00
Name: 111, dtype: object",32.53
"timestamp    2014-05-14 10:34:00
Name: 112, dtype: object",30.95
"timestamp    2014-05-14 10:39:00
Name: 113, dtype: object",31.17
"timestamp    2014-05-14 10:44:00
Name: 114, dtype: object",32.38
"timestamp    2014-05-14 10:49:00
Name: 115, dtype: object",30.81
"timestamp    2014-05-14 10:54:00
Name: 116, dtype: object",30.84
"timestamp    2014-05-14 10:59:00
Name: 117, dtype: object",34.38
"timestamp    2014-05-14 11:04:00
Name: 118, dtype: object",45.16
"timestamp    2014-05-14 11:09:00
Name: 119, dtype: object",32.2
"timestamp    2014-05-14 11:14:00
Name: 120, dtype: object",33.1
"timestamp    2014-05-14 11:19:00
Name: 121, dtype: object",32.06
"timestamp    2014-05-14 11:24:00
Name: 122, dtype: object",31.38
"timestamp    2014-05-14 11:29:00
Name: 123, dtype: object",32.16
"timestamp    2014-05-14 11:34:00
Name: 124, dtype: object",30.83
"timestamp    2014-05-14 11:39:00
Name: 125, dtype: object",30.92
"timestamp    2014-05-14 11:44:00
Name: 126, dtype: object",32.56
"timestamp    2014-05-14 11:49:00
Name: 127, dtype: object",30.95
"timestamp    2014-05-14 11:54:00
Name: 128, dtype: object",30.66
"timestamp    2014-05-14 11:59:00
Name: 129, dtype: object",34.4
"timestamp    2014-05-14 12:04:00
Name: 130, dtype: object",45.66
"timestamp    2014-05-14 12:09:00
Name: 131, dtype: object",32.22
"timestamp    2014-05-14 12:14:00
Name: 132, dtype: object",32.28
"timestamp    2014-05-14 12:19:00
Name: 133, dtype: object",30.94
"timestamp    2014-05-14 12:24:00
Name: 134, dtype: object",30.92
"timestamp    2014-05-14 12:29:00
Name: 135, dtype: object",32.16
"timestamp    2014-05-14 12:34:00
Name: 136, dtype: object",30.95
"timestamp    2014-05-14 12:39:00
Name: 137, dtype: object",31.19
"timestamp    2014-05-14 12:44:00
Name: 138, dtype: object",32.44
"timestamp    2014-05-14 12:49:00
Name: 139, dtype: object",31.94
"timestamp    2014-05-14 12:54:00
Name: 140, dtype: object",32.0
"timestamp    2014-05-14 12:59:00
Name: 141, dtype: object",34.6
"timestamp    2014-05-14 13:04:00
Name: 142, dtype: object",45.25
"timestamp    2014-05-14 13:09:00
Name: 143, dtype: object",35.94
"timestamp    2014-05-14 13:14:00
Name: 144, dtype: object",33.72
"timestamp    2014-05-14 13:19:00
Name: 145, dtype: object",30.83
"timestamp    2014-05-14 13:24:00
Name: 146, dtype: object",31.1
"timestamp    2014-05-14 13:29:00
Name: 147, dtype: object",32.2
"timestamp    2014-05-14 13:34:00
Name: 148, dtype: object",31.06
"timestamp    2014-05-14 13:39:00
Name: 149, dtype: object",31.34
"timestamp    2014-05-14 13:44:00
Name: 150, dtype: object",33.16
"timestamp    2014-05-14 13:49:00
Name: 151, dtype: object",31.9
"timestamp    2014-05-14 13:54:00
Name: 152, dtype: object",30.55
"timestamp    2014-05-14 13:59:00
Name: 153, dtype: object",34.44
"timestamp    2014-05-14 14:04:00
Name: 154, dtype: object",44.5
"timestamp    2014-05-14 14:09:00
Name: 155, dtype: object",45.34
"timestamp    2014-05-14 14:14:00
Name: 156, dtype: object",32.0
"timestamp    2014-05-14 14:19:00
Name: 157, dtype: object",31.39
"timestamp    2014-05-14 14:24:00
Name: 158, dtype: object",31.73
"timestamp    2014-05-14 14:29:00
Name: 159, dtype: object",33.2
"timestamp    2014-05-14 14:34:00
Name: 160, dtype: object",31.5
"timestamp    2014-05-14 14:39:00
Name: 161, dtype: object",31.66
"timestamp    2014-05-14 14:44:00
Name: 162, dtype: object",32.0
"timestamp    2014-05-14 14:49:00
Name: 163, dtype: object",31.17
"timestamp    2014-05-14 14:54:00
Name: 164, dtype: object",31.67
"timestamp    2014-05-14 14:59:00
Name: 165, dtype: object",32.75
"timestamp    2014-05-14 15:04:00
Name: 166, dtype: object",46.3
"timestamp    2014-05-14 15:09:00
Name: 167, dtype: object",35.44
"timestamp    2014-05-14 15:14:00
Name: 168, dtype: object",32.22
"timestamp    2014-05-14 15:19:00
Name: 169, dtype: object",32.28
"timestamp    2014-05-14 15:24:00
Name: 170, dtype: object",31.22
"timestamp    2014-05-14 15:29:00
Name: 171, dtype: object",32.53
"timestamp    2014-05-14 15:34:00
Name: 172, dtype: object",30.8
"timestamp    2014-05-14 15:39:00
Name: 173, dtype: object",31.6
"timestamp    2014-05-14 15:44:00
Name: 174, dtype: object",32.12
"timestamp    2014-05-14 15:49:00
Name: 175, dtype: object",31.12
"timestamp    2014-05-14 15:54:00
Name: 176, dtype: object",31.22
"timestamp    2014-05-14 15:59:00
Name: 177, dtype: object",34.72
"timestamp    2014-05-14 16:04:00
Name: 178, dtype: object",44.5
"timestamp    2014-05-14 16:09:00
Name: 179, dtype: object",41.0
"timestamp    2014-05-14 16:14:00
Name: 180, dtype: object",31.5
"timestamp    2014-05-14 16:19:00
Name: 181, dtype: object",31.55
"timestamp    2014-05-14 16:24:00
Name: 182, dtype: object",31.17
"timestamp    2014-05-14 16:29:00
Name: 183, dtype: object",32.44
"timestamp    2014-05-14 16:34:00
Name: 184, dtype: object",30.53
"timestamp    2014-05-14 16:39:00
Name: 185, dtype: object",31.83
"timestamp    2014-05-14 16:44:00
Name: 186, dtype: object",32.3
"timestamp    2014-05-14 16:49:00
Name: 187, dtype: object",30.81
"timestamp    2014-05-14 16:54:00
Name: 188, dtype: object",30.94
"timestamp    2014-05-14 16:59:00
Name: 189, dtype: object",34.16
"timestamp    2014-05-14 17:04:00
Name: 190, dtype: object",45.25
"timestamp    2014-05-14 17:09:00
Name: 191, dtype: object",38.78
"timestamp    2014-05-14 17:14:00
Name: 192, dtype: object",32.6
"timestamp    2014-05-14 17:19:00
Name: 193, dtype: object",31.56
"timestamp    2014-05-14 17:24:00
Name: 194, dtype: object",30.83
"timestamp    2014-05-14 17:29:00
Name: 195, dtype: object",32.22
"timestamp    2014-05-14 17:34:00
Name: 196, dtype: object",30.62
"timestamp    2014-05-14 17:39:00
Name: 197, dtype: object",32.38
"timestamp    2014-05-14 17:44:00
Name: 198, dtype: object",32.84
"timestamp    2014-05-14 17:49:00
Name: 199, dtype: object",31.61
"timestamp    2014-05-14 17:54:00
Name: 200, dtype: object",31.17
"timestamp    2014-05-14 17:59:00
Name: 201, dtype: object",34.62
"timestamp    2014-05-14 18:04:00
Name: 202, dtype: object",44.8
"timestamp    2014-05-14 18:09:00
Name: 203, dtype: object",38.44
"timestamp    2014-05-14 18:14:00
Name: 204, dtype: object",32.66
"timestamp    2014-05-14 18:19:00
Name: 205, dtype: object",31.06
"timestamp    2014-05-14 18:24:00
Name: 206, dtype: object",31.67
"timestamp    2014-05-14 18:29:00
Name: 207, dtype: object",32.34
"timestamp    2014-05-14 18:34:00
Name: 208, dtype: object",31.67
"timestamp    2014-05-14 18:39:00
Name: 209, dtype: object",31.45
"timestamp    2014-05-14 18:44:00
Name: 210, dtype: object",32.8
"timestamp    2014-05-14 18:49:00
Name: 211, dtype: object",31.05
"timestamp    2014-05-14 18:54:00
Name: 212, dtype: object",30.48
"timestamp    2014-05-14 18:59:00
Name: 213, dtype: object",34.62
"timestamp    2014-05-14 19:04:00
Name: 214, dtype: object",45.34
"timestamp    2014-05-14 19:09:00
Name: 215, dtype: object",32.75
"timestamp    2014-05-14 19:14:00
Name: 216, dtype: object",33.0
"timestamp    2014-05-14 19:19:00
Name: 217, dtype: object",30.89
"timestamp    2014-05-14 19:24:00
Name: 218, dtype: object",32.12
"timestamp    2014-05-14 19:29:00
Name: 219, dtype: object",33.16
"timestamp    2014-05-14 19:34:00
Name: 220, dtype: object",31.02
"timestamp    2014-05-14 19:39:00
Name: 221, dtype: object",30.78
"timestamp    2014-05-14 19:44:00
Name: 222, dtype: object",32.28
"timestamp    2014-05-14 19:49:00
Name: 223, dtype: object",30.95
"timestamp    2014-05-14 19:54:00
Name: 224, dtype: object",30.83
"timestamp    2014-05-14 19:59:00
Name: 225, dtype: object",34.4
"timestamp    2014-05-14 20:04:00
Name: 226, dtype: object",45.66
"timestamp    2014-05-14 20:09:00
Name: 227, dtype: object",39.25
"timestamp    2014-05-14 20:14:00
Name: 228, dtype: object",33.25
"timestamp    2014-05-14 20:19:00
Name: 229, dtype: object",30.66
"timestamp    2014-05-14 20:24:00
Name: 230, dtype: object",31.45
"timestamp    2014-05-14 20:29:00
Name: 231, dtype: object",32.66
"timestamp    2014-05-14 20:34:00
Name: 232, dtype: object",31.34
"timestamp    2014-05-14 20:39:00
Name: 233, dtype: object",31.22
"timestamp    2014-05-14 20:44:00
Name: 234, dtype: object",31.97
"timestamp    2014-05-14 20:49:00
Name: 235, dtype: object",31.34
"timestamp    2014-05-14 20:54:00
Name: 236, dtype: object",30.77
"timestamp    2014-05-14 20:59:00
Name: 237, dtype: object",34.7
"timestamp    2014-05-14 21:04:00
Name: 238, dtype: object",45.9
"timestamp    2014-05-14 21:09:00
Name: 239, dtype: object",46.3
"timestamp    2014-05-14 21:14:00
Name: 240, dtype: object",73.2
"timestamp    2014-05-14 21:19:00
Name: 241, dtype: object",59.53
"timestamp    2014-05-14 21:24:00
Name: 242, dtype: object",30.33
"timestamp    2014-05-14 21:29:00
Name: 243, dtype: object",33.28
"timestamp    2014-05-14 21:34:00
Name: 244, dtype: object",30.75
"timestamp    2014-05-14 21:39:00
Name: 245, dtype: object",31.11
"timestamp    2014-05-14 21:44:00
Name: 246, dtype: object",32.3
"timestamp    2014-05-14 21:49:00
Name: 247, dtype: object",31.33
"timestamp    2014-05-14 21:54:00
Name: 248, dtype: object",31.11
"timestamp    2014-05-14 21:59:00
Name: 249, dtype: object",35.38
"timestamp    2014-05-14 22:04:00
Name: 250, dtype: object",44.84
"timestamp    2014-05-14 22:09:00
Name: 251, dtype: object",52.94
"timestamp    2014-05-14 22:14:00
Name: 252, dtype: object",32.56
"timestamp    2014-05-14 22:19:00
Name: 253, dtype: object",30.98
"timestamp    2014-05-14 22:24:00
Name: 254, dtype: object",31.5
"timestamp    2014-05-14 22:29:00
Name: 255, dtype: object",32.5
"timestamp    2014-05-14 22:34:00
Name: 256, dtype: object",31.22
"timestamp    2014-05-14 22:39:00
Name: 257, dtype: object",31.8
"timestamp    2014-05-14 22:44:00
Name: 258, dtype: object",32.78
"timestamp    2014-05-14 22:49:00
Name: 259, dtype: object",31.5
"timestamp    2014-05-14 22:54:00
Name: 260, dtype: object",31.14
"timestamp    2014-05-14 22:59:00
Name: 261, dtype: object",34.12
"timestamp    2014-05-14 23:04:00
Name: 262, dtype: object",45.06
"timestamp    2014-05-14 23:09:00
Name: 263, dtype: object",51.56
"timestamp    2014-05-14 23:14:00
Name: 264, dtype: object",32.6
"timestamp    2014-05-14 23:19:00
Name: 265, dtype: object",31.83
"timestamp    2014-05-14 23:24:00
Name: 266, dtype: object",31.34
"timestamp    2014-05-14 23:29:00
Name: 267, dtype: object",32.66
"timestamp    2014-05-14 23:34:00
Name: 268, dtype: object",31.02
"timestamp    2014-05-14 23:39:00
Name: 269, dtype: object",31.06
"timestamp    2014-05-14 23:44:00
Name: 270, dtype: object",32.94
"timestamp    2014-05-14 23:49:00
Name: 271, dtype: object",31.02
"timestamp    2014-05-14 23:54:00
Name: 272, dtype: object",30.55
"timestamp    2014-05-14 23:59:00
Name: 273, dtype: object",33.9
"timestamp    2014-05-15 00:04:00
Name: 274, dtype: object",45.72
"timestamp    2014-05-15 00:09:00
Name: 275, dtype: object",45.34
"timestamp    2014-05-15 00:14:00
Name: 276, dtype: object",33.72
"timestamp    2014-05-15 00:19:00
Name: 277, dtype: object",31.11
"timestamp    2014-05-15 00:24:00
Name: 278, dtype: object",31.42
"timestamp    2014-05-15 00:29:00
Name: 279, dtype: object",32.72
"timestamp    2014-05-15 00:34:00
Name: 280, dtype: object",31.06
"timestamp    2014-05-15 00:39:00
Name: 281, dtype: object",31.17
"timestamp    2014-05-15 00:44:00
Name: 282, dtype: object",31.94
"timestamp    2014-05-15 00:49:00
Name: 283, dtype: object",31.02
"timestamp    2014-05-15 00:54:00
Name: 284, dtype: object",30.98
"timestamp    2014-05-15 00:59:00
Name: 285, dtype: object",34.62
"timestamp    2014-05-15 01:04:00
Name: 286, dtype: object",44.53
"timestamp    2014-05-15 01:09:00
Name: 287, dtype: object",46.97
"timestamp    2014-05-15 01:14:00
Name: 288, dtype: object",31.64
"timestamp    2014-05-15 01:19:00
Name: 289, dtype: object",31.19
"timestamp    2014-05-15 01:24:00
Name: 290, dtype: object",31.98
"timestamp    2014-05-15 01:29:00
Name: 291, dtype: object",31.52
"timestamp    2014-05-15 01:34:00
Name: 292, dtype: object",31.33
"timestamp    2014-05-15 01:39:00
Name: 293, dtype: object",30.62
"timestamp    2014-05-15 01:44:00
Name: 294, dtype: object",32.25
"timestamp    2014-05-15 01:49:00
Name: 295, dtype: object",30.81
"timestamp    2014-05-15 01:54:00
Name: 296, dtype: object",31.67
"timestamp    2014-05-15 01:59:00
Name: 297, dtype: object",34.38
"timestamp    2014-05-15 02:04:00
Name: 298, dtype: object",45.28
"timestamp    2014-05-15 02:09:00
Name: 299, dtype: object",46.3
"timestamp    2014-05-15 02:14:00
Name: 300, dtype: object",33.16
"timestamp    2014-05-15 02:19:00
Name: 301, dtype: object",30.98
"timestamp    2014-05-15 02:24:00
Name: 302, dtype: object",30.17
"timestamp    2014-05-15 02:29:00
Name: 303, dtype: object",32.06
"timestamp    2014-05-15 02:34:00
Name: 304, dtype: object",31.12
"timestamp    2014-05-15 02:39:00
Name: 305, dtype: object",31.34
"timestamp    2014-05-15 02:44:00
Name: 306, dtype: object",32.22
"timestamp    2014-05-15 02:49:00
Name: 307, dtype: object",30.95
"timestamp    2014-05-15 02:54:00
Name: 308, dtype: object",30.83
"timestamp    2014-05-15 02:59:00
Name: 309, dtype: object",34.16
"timestamp    2014-05-15 03:04:00
Name: 310, dtype: object",45.16
"timestamp    2014-05-15 03:09:00
Name: 311, dtype: object",45.34
"timestamp    2014-05-15 03:14:00
Name: 312, dtype: object",32.5
"timestamp    2014-05-15 03:19:00
Name: 313, dtype: object",34.97
"timestamp    2014-05-15 03:24:00
Name: 314, dtype: object",31.36
"timestamp    2014-05-15 03:29:00
Name: 315, dtype: object",33.4
"timestamp    2014-05-15 03:34:00
Name: 316, dtype: object",35.72
"timestamp    2014-05-15 03:39:00
Name: 317, dtype: object",31.95
"timestamp    2014-05-15 03:44:00
Name: 318, dtype: object",32.84
"timestamp    2014-05-15 03:49:00
Name: 319, dtype: object",32.16
"timestamp    2014-05-15 03:54:00
Name: 320, dtype: object",30.22
"timestamp    2014-05-15 03:59:00
Name: 321, dtype: object",34.12
"timestamp    2014-05-15 04:04:00
Name: 322, dtype: object",45.53
"timestamp    2014-05-15 04:09:00
Name: 323, dtype: object",46.03
"timestamp    2014-05-15 04:14:00
Name: 324, dtype: object",32.72
"timestamp    2014-05-15 04:19:00
Name: 325, dtype: object",30.83
"timestamp    2014-05-15 04:24:00
Name: 326, dtype: object",32.0
"timestamp    2014-05-15 04:29:00
Name: 327, dtype: object",31.31
"timestamp    2014-05-15 04:34:00
Name: 328, dtype: object",31.67
"timestamp    2014-05-15 04:39:00
Name: 329, dtype: object",31.22
"timestamp    2014-05-15 04:44:00
Name: 330, dtype: object",32.1
"timestamp    2014-05-15 04:49:00
Name: 331, dtype: object",31.17
"timestamp    2014-05-15 04:54:00
Name: 332, dtype: object",30.7
"timestamp    2014-05-15 04:59:00
Name: 333, dtype: object",33.8
"timestamp    2014-05-15 05:04:00
Name: 334, dtype: object",45.16
"timestamp    2014-05-15 05:09:00
Name: 335, dtype: object",46.0
"timestamp    2014-05-15 05:14:00
Name: 336, dtype: object",32.72
"timestamp    2014-05-15 05:19:00
Name: 337, dtype: object",31.1
"timestamp    2014-05-15 05:24:00
Name: 338, dtype: object",31.48
"timestamp    2014-05-15 05:29:00
Name: 339, dtype: object",33.0
"timestamp    2014-05-15 05:34:00
Name: 340, dtype: object",30.27
"timestamp    2014-05-15 05:39:00
Name: 341, dtype: object",30.73
"timestamp    2014-05-15 05:44:00
Name: 342, dtype: object",32.3
"timestamp    2014-05-15 05:49:00
Name: 343, dtype: object",31.11
"timestamp    2014-05-15 05:54:00
Name: 344, dtype: object",30.22
"timestamp    2014-05-15 05:59:00
Name: 345, dtype: object",34.3
"timestamp    2014-05-15 06:04:00
Name: 346, dtype: object",45.16
"timestamp    2014-05-15 06:09:00
Name: 347, dtype: object",45.38
"timestamp    2014-05-15 06:14:00
Name: 348, dtype: object",32.84
"timestamp    2014-05-15 06:19:00
Name: 349, dtype: object",32.16
"timestamp    2014-05-15 06:24:00
Name: 350, dtype: object",30.61
"timestamp    2014-05-15 06:29:00
Name: 351, dtype: object",31.34
"timestamp    2014-05-15 06:34:00
Name: 352, dtype: object",31.2
"timestamp    2014-05-15 06:39:00
Name: 353, dtype: object",30.81
"timestamp    2014-05-15 06:44:00
Name: 354, dtype: object",32.03
"timestamp    2014-05-15 06:49:00
Name: 355, dtype: object",31.9
"timestamp    2014-05-15 06:54:00
Name: 356, dtype: object",31.89
"timestamp    2014-05-15 06:59:00
Name: 357, dtype: object",33.62
"timestamp    2014-05-15 07:04:00
Name: 358, dtype: object",46.03
"timestamp    2014-05-15 07:09:00
Name: 359, dtype: object",46.28
"timestamp    2014-05-15 07:14:00
Name: 360, dtype: object",32.2
"timestamp    2014-05-15 07:19:00
Name: 361, dtype: object",30.94
"timestamp    2014-05-15 07:24:00
Name: 362, dtype: object",31.98
"timestamp    2014-05-15 07:29:00
Name: 363, dtype: object",31.39
"timestamp    2014-05-15 07:34:00
Name: 364, dtype: object",31.8
"timestamp    2014-05-15 07:39:00
Name: 365, dtype: object",30.05
"timestamp    2014-05-15 07:44:00
Name: 366, dtype: object",32.22
"timestamp    2014-05-15 07:49:00
Name: 367, dtype: object",30.94
"timestamp    2014-05-15 07:54:00
Name: 368, dtype: object",31.1
"timestamp    2014-05-15 07:59:00
Name: 369, dtype: object",35.2
"timestamp    2014-05-15 08:04:00
Name: 370, dtype: object",45.0
"timestamp    2014-05-15 08:09:00
Name: 371, dtype: object",46.12
"timestamp    2014-05-15 08:14:00
Name: 372, dtype: object",32.12
"timestamp    2014-05-15 08:19:00
Name: 373, dtype: object",31.06
"timestamp    2014-05-15 08:24:00
Name: 374, dtype: object",31.06
"timestamp    2014-05-15 08:29:00
Name: 375, dtype: object",32.72
"timestamp    2014-05-15 08:34:00
Name: 376, dtype: object",31.22
"timestamp    2014-05-15 08:39:00
Name: 377, dtype: object",30.89
"timestamp    2014-05-15 08:44:00
Name: 378, dtype: object",32.62
"timestamp    2014-05-15 08:49:00
Name: 379, dtype: object",30.83
"timestamp    2014-05-15 08:54:00
Name: 380, dtype: object",30.5
"timestamp    2014-05-15 08:59:00
Name: 381, dtype: object",33.62
"timestamp    2014-05-15 09:04:00
Name: 382, dtype: object",45.72
"timestamp    2014-05-15 09:09:00
Name: 383, dtype: object",45.62
"timestamp    2014-05-15 09:14:00
Name: 384, dtype: object",32.22
"timestamp    2014-05-15 09:19:00
Name: 385, dtype: object",31.17
"timestamp    2014-05-15 09:24:00
Name: 386, dtype: object",30.98
"timestamp    2014-05-15 09:29:00
Name: 387, dtype: object",33.12
"timestamp    2014-05-15 09:34:00
Name: 388, dtype: object",30.55
"timestamp    2014-05-15 09:39:00
Name: 389, dtype: object",30.95
"timestamp    2014-05-15 09:44:00
Name: 390, dtype: object",33.5
"timestamp    2014-05-15 09:49:00
Name: 391, dtype: object",30.22
"timestamp    2014-05-15 09:54:00
Name: 392, dtype: object",31.34
"timestamp    2014-05-15 09:59:00
Name: 393, dtype: object",32.78
"timestamp    2014-05-15 10:04:00
Name: 394, dtype: object",45.38
"timestamp    2014-05-15 10:09:00
Name: 395, dtype: object",58.78
"timestamp    2014-05-15 10:14:00
Name: 396, dtype: object",31.8
"timestamp    2014-05-15 10:19:00
Name: 397, dtype: object",31.17
"timestamp    2014-05-15 10:24:00
Name: 398, dtype: object",32.06
